Dataset,Noise_Type,Noise_Rate,Method,Causality,Time
coil,instance,0.01,ccdr,causal,0:00:49.251777
digit1,instance,0.01,ccdr,anticausal,0:00:37.928579
wdbc,instance,0.01,ccdr,causal,0:00:03.629761
usps,instance,0.01,ccdr,causal,0:00:46.772181
waveform,instance,0.01,ccdr,causal,0:00:03.900324
segment,instance,0.01,ccdr,causal,0:00:02.934416
letter,instance,0.01,cam,anticausal,0:07:43.031897
iris,instance,0.01,sam,unkown,0:13:02.665996
krkp,instance,0.01,sam,unkown,2:09:04.432986
splice,instance,0.01,sam,unkown,3:28:00.070934
iris,instance,0.1,sam,unkown,0:01:36.923370
iris,pair,0.1,sam,unkown,0:01:36.427280
iris,sym,0.1,sam,unkown,0:01:31.686701
iris,instance,0.2,sam,unkown,0:01:35.381069
iris,pair,0.2,sam,unkown,0:01:36.875781
iris,sym,0.2,sam,unkown,0:01:36.205050
iris,instance,0.3,sam,unkown,0:01:36.207260
iris,pair,0.3,sam,unkown,0:01:33.346470
iris,sym,0.3,sam,unkown,0:01:34.964939
krkp,instance,0.1,sam,unkown,0:13:14.582458
krkp,pair,0.1,sam,unkown,0:13:13.536576
krkp,sym,0.1,sam,unkown,0:13:15.822505
krkp,instance,0.2,sam,unkown,0:13:26.980006
krkp,pair,0.2,sam,unkown,0:13:29.099729
krkp,sym,0.2,sam,unkown,0:13:23.580060
krkp,instance,0.3,sam,unkown,0:13:28.931239
krkp,pair,0.3,sam,unkown,0:13:29.520555
krkp,sym,0.3,sam,unkown,0:13:27.013286
krkp,instance,0.3,ccdr,unkown,0:00:04.427688
krkp,pair,0.3,ccdr,unkown,0:00:04.424245
krkp,sym,0.3,ccdr,unkown,0:00:03.969136
krkp,instance,0.01,ccdr,causal,0:00:04.248216
krkp,pair,0.01,ccdr,causal,0:00:03.953542
krkp,sym,0.01,ccdr,causal,0:00:04.215010
krkp,instance,0.1,ccdr,causal,0:00:04.255555
krkp,pair,0.1,ccdr,causal,0:00:04.105048
krkp,sym,0.1,ccdr,causal,0:00:04.268191
krkp,instance,0.2,ccdr,unkown,0:00:03.951491
krkp,pair,0.2,ccdr,unkown,0:00:03.806717
krkp,sym,0.2,ccdr,unkown,0:00:04.267049
splice,instance,0.01,sam,unkown,0:21:39.317172
splice,pair,0.01,sam,unkown,0:21:38.010614
splice,sym,0.01,sam,unkown,0:21:38.009874
splice,instance,0.1,sam,unkown,0:21:37.975945
splice,pair,0.1,sam,unkown,0:21:37.935140
splice,sym,0.1,sam,unkown,0:21:38.366528
splice,instance,0.2,sam,unkown,0:21:37.031448
splice,pair,0.2,sam,unkown,0:21:37.833016
letter,instance,0.1,sam,unkown,0:43:09.589658
letter,pair,0.1,sam,unkown,0:43:08.890698
letter,sym,0.1,sam,unkown,0:43:10.334524
letter,instance,0.2,sam,unkown,0:43:12.592818
letter,pair,0.2,sam,unkown,0:43:12.942655
letter,sym,0.2,sam,unkown,0:43:15.264817
letter,instance,0.3,sam,unkown,0:43:08.449302
letter,pair,0.3,sam,unkown,0:43:08.280250
letter,sym,0.3,sam,unkown,0:43:08.272781
coil,instance,0.1,sam,unkown,11:57:12.300365
wdbc,instance,0.1,sam,unkown,0:02:17.628344
wdbc,pair,0.1,sam,unkown,0:02:21.518524
wdbc,sym,0.1,sam,unkown,0:02:19.139550
wdbc,instance,0.2,sam,unkown,0:02:17.297741
wdbc,pair,0.2,sam,unkown,0:02:12.186518
wdbc,sym,0.2,sam,unkown,0:02:16.214777
wdbc,instance,0.3,sam,unkown,0:02:19.492222
wdbc,pair,0.3,sam,unkown,0:02:17.490079
wdbc,sym,0.3,sam,unkown,0:02:20.684452
waveform,instance,0.1,sam,unkown,0:04:10.496036
waveform,pair,0.1,sam,unkown,0:04:20.010257
waveform,sym,0.1,sam,unkown,0:04:11.191516
waveform,instance,0.2,sam,unkown,0:04:11.476818
waveform,pair,0.2,sam,unkown,0:04:12.820730
waveform,sym,0.2,sam,unkown,0:04:03.762478
waveform,instance,0.3,sam,unkown,0:03:57.710309
waveform,pair,0.3,sam,unkown,0:04:06.874232
waveform,sym,0.3,sam,unkown,0:04:00.666557
segment,instance,0.1,sam,unkown,0:01:59.871465
segment,pair,0.1,sam,unkown,0:02:06.075434
segment,sym,0.1,sam,unkown,0:02:07.171342
segment,instance,0.2,sam,unkown,0:02:03.516540
segment,pair,0.2,sam,unkown,0:01:59.644808
segment,sym,0.2,sam,unkown,0:02:14.581037
segment,instance,0.3,sam,unkown,0:02:04.983444
segment,pair,0.3,sam,unkown,0:02:02.862512
segment,sym,0.3,sam,unkown,0:01:59.861846
mushroom,instance,0.1,sam,unkown,0:05:24.040196
mushroom,pair,0.1,sam,unkown,0:05:31.610722
mushroom,sym,0.1,sam,unkown,0:05:16.670759
mushroom,instance,0.2,sam,unkown,0:05:25.924571
mushroom,pair,0.2,sam,unkown,0:05:27.090046
mushroom,sym,0.2,sam,unkown,0:05:24.762319
mushroom,instance,0.3,sam,unkown,0:05:32.431102
mushroom,pair,0.3,sam,unkown,0:05:22.904023
mushroom,sym,0.3,sam,unkown,0:05:26.209210
iris,instance,0.1,ccdr,anticausal,0:00:02.379701
iris,pair,0.1,ccdr,anticausal,0:00:02.265733
iris,sym,0.1,ccdr,anticausal,0:00:02.728878
iris,instance,0.2,ccdr,anticausal,0:00:02.282446
iris,pair,0.2,ccdr,causal,0:00:02.696402
iris,sym,0.2,ccdr,anticausal,0:00:02.507764
iris,instance,0.3,ccdr,causal,0:00:02.567289
iris,pair,0.3,ccdr,causal,0:00:02.310419
iris,sym,0.3,ccdr,anticausal,0:00:02.287264
krkp,instance,0.1,ccdr,causal,0:00:03.774360
krkp,pair,0.1,ccdr,causal,0:00:03.745553
krkp,sym,0.1,ccdr,causal,0:00:03.776703
krkp,instance,0.2,ccdr,unkown,0:00:03.733433
krkp,pair,0.2,ccdr,unkown,0:00:03.724719
krkp,sym,0.2,ccdr,unkown,0:00:03.772270
krkp,instance,0.3,ccdr,unkown,0:00:03.754237
krkp,pair,0.3,ccdr,unkown,0:00:03.659152
krkp,sym,0.3,ccdr,unkown,0:00:03.767399
splice,instance,0.1,ccdr,anticausal,0:00:04.698277
splice,pair,0.1,ccdr,anticausal,0:00:04.748231
splice,sym,0.1,ccdr,anticausal,0:00:05.278649
splice,instance,0.2,ccdr,anticausal,0:00:04.673281
splice,pair,0.2,ccdr,anticausal,0:00:05.608375
splice,sym,0.2,ccdr,anticausal,0:00:04.648151
splice,instance,0.3,ccdr,anticausal,0:00:04.781236
splice,pair,0.3,ccdr,anticausal,0:00:05.350248
splice,sym,0.3,ccdr,anticausal,0:00:05.376155
letter,instance,0.1,ccdr,unkown,0:00:05.835151
letter,pair,0.1,ccdr,anticausal,0:00:05.834352
letter,sym,0.1,ccdr,anticausal,0:00:05.734558
letter,instance,0.2,ccdr,causal,0:00:05.765028
letter,pair,0.2,ccdr,anticausal,0:00:05.649532
letter,sym,0.2,ccdr,unkown,0:00:05.741242
letter,instance,0.3,ccdr,causal,0:00:05.820711
letter,pair,0.3,ccdr,causal,0:00:05.680802
letter,sym,0.3,ccdr,anticausal,0:00:05.769628
coil,instance,0.1,ccdr,causal,0:00:45.592137
coil,pair,0.1,ccdr,causal,0:00:47.967431
coil,sym,0.1,ccdr,causal,0:00:45.459578
coil,instance,0.2,ccdr,unkown,0:00:42.064719
coil,pair,0.2,ccdr,causal,0:00:45.834476
coil,sym,0.2,ccdr,causal,0:00:45.259336
coil,instance,0.3,ccdr,unkown,0:00:45.112682
coil,pair,0.3,ccdr,causal,0:00:41.139608
coil,sym,0.3,ccdr,causal,0:00:45.325288
digit1,instance,0.1,ccdr,anticausal,0:00:34.041593
digit1,pair,0.1,ccdr,anticausal,0:00:31.989382
digit1,sym,0.1,ccdr,anticausal,0:00:32.248416
digit1,instance,0.2,ccdr,anticausal,0:00:34.574966
digit1,pair,0.2,ccdr,anticausal,0:00:34.184672
digit1,sym,0.2,ccdr,anticausal,0:00:36.018247
digit1,instance,0.3,ccdr,anticausal,0:00:34.271610
digit1,pair,0.3,ccdr,anticausal,0:00:35.645006
digit1,sym,0.3,ccdr,anticausal,0:00:34.474729
wdbc,instance,0.1,ccdr,causal,0:00:03.360546
wdbc,pair,0.1,ccdr,causal,0:00:03.370648
wdbc,sym,0.1,ccdr,causal,0:00:03.399534
wdbc,instance,0.2,ccdr,causal,0:00:03.763792
wdbc,pair,0.2,ccdr,causal,0:00:03.422576
wdbc,sym,0.2,ccdr,causal,0:00:03.398140
wdbc,instance,0.3,ccdr,causal,0:00:03.436730
wdbc,pair,0.3,ccdr,causal,0:00:03.854151
wdbc,sym,0.3,ccdr,causal,0:00:03.558533
usps,instance,0.1,ccdr,causal,0:00:43.397105
usps,pair,0.1,ccdr,causal,0:00:42.794706
usps,sym,0.1,ccdr,causal,0:00:43.156564
usps,instance,0.2,ccdr,causal,0:00:42.476772
usps,pair,0.2,ccdr,causal,0:00:43.086625
usps,sym,0.2,ccdr,causal,0:00:43.159698
usps,instance,0.3,ccdr,causal,0:00:42.637827
usps,pair,0.3,ccdr,causal,0:00:42.820469
usps,sym,0.3,ccdr,causal,0:00:42.687899
waveform,instance,0.1,ccdr,causal,0:00:03.738203
waveform,pair,0.1,ccdr,causal,0:00:04.233858
waveform,sym,0.1,ccdr,causal,0:00:03.573156
waveform,instance,0.2,ccdr,causal,0:00:03.592262
waveform,pair,0.2,ccdr,anticausal,0:00:03.727290
waveform,sym,0.2,ccdr,anticausal,0:00:04.182322
waveform,instance,0.3,ccdr,causal,0:00:03.655434
waveform,pair,0.3,ccdr,causal,0:00:03.703059
waveform,sym,0.3,ccdr,causal,0:00:03.632306
segment,instance,0.1,ccdr,causal,0:00:02.719919
segment,pair,0.1,ccdr,anticausal,0:00:02.741596
segment,sym,0.1,ccdr,anticausal,0:00:02.743465
segment,instance,0.2,ccdr,anticausal,0:00:02.735143
segment,pair,0.2,ccdr,anticausal,0:00:02.760147
segment,sym,0.2,ccdr,anticausal,0:00:03.040991
segment,instance,0.3,ccdr,anticausal,0:00:02.753722
segment,pair,0.3,ccdr,anticausal,0:00:02.670129
segment,sym,0.3,ccdr,anticausal,0:00:02.700074
secstr,instance,0.1,ccdr,causal,0:00:13.058907
secstr,pair,0.1,ccdr,anticausal,0:00:13.759125
secstr,sym,0.1,ccdr,anticausal,0:00:12.889202
secstr,instance,0.2,ccdr,causal,0:00:13.769713
secstr,pair,0.2,ccdr,causal,0:00:13.393629
secstr,sym,0.2,ccdr,causal,0:00:13.386223
secstr,instance,0.3,ccdr,causal,0:00:13.522136
secstr,pair,0.3,ccdr,causal,0:00:12.900217
secstr,sym,0.3,ccdr,causal,0:00:13.770301
g241c,instance,0.1,ccdr,anticausal,0:00:13.522260
g241c,pair,0.1,ccdr,anticausal,0:00:13.994773
g241c,sym,0.1,ccdr,anticausal,0:00:13.574537
g241c,instance,0.2,ccdr,anticausal,0:00:13.515840
g241c,pair,0.2,ccdr,anticausal,0:00:14.095151
g241c,sym,0.2,ccdr,causal,0:00:13.426490
g241c,instance,0.3,ccdr,anticausal,0:00:13.424685
g241c,pair,0.3,ccdr,anticausal,0:00:13.322309
g241c,sym,0.3,ccdr,anticausal,0:00:13.472561
krkp,sym,0.01,icd,anticausal,
krkp,sym,0.01,rai,anticausal,
krkp,sym,0.01,ci,anticausal,
waveform,sym,0.01,fci,anticausal,
waveform,sym,0.01,fci,anticausal,
waveform,instance,0.01,fci,anticausal,
waveform,pair,0.01,fci,anticausal,
waveform,sym,0.1,fci,anticausal,
waveform,instance,0.1,fci,anticausal,
waveform,pair,0.1,fci,anticausal,
waveform,sym,0.2,fci,anticausal,
waveform,pair,0.2,fci,anticausal,
waveform,sym,0.3,fci,anticausal,
waveform,instance,0.3,fci,anticausal,
waveform,pair,0.3,fci,anticausal,
splice,sym,0.01,fci,anticausal,
splice,instance,0.01,fci,anticausal,
splice,pair,0.01,fci,anticausal,
splice,sym,0.1,fci,anticausal,
splice,instance,0.1,fci,anticausal,
splice,pair,0.1,fci,anticausal,
splice,sym,0.2,fci,anticausal,
splice,instance,0.2,fci,anticausal,
splice,pair,0.2,fci,anticausal,
splice,sym,0.3,fci,anticausal,
splice,instance,0.3,fci,anticausal,
splice,pair,0.3,fci,anticausal,
secstr,sym,0.01,fci,anticausal,
secstr,instance,0.01,fci,anticausal,
secstr,pair,0.01,fci,anticausal,
secstr,sym,0.1,fci,anticausal,
secstr,instance,0.1,fci,anticausal,
secstr,pair,0.1,fci,anticausal,
secstr,sym,0.2,fci,anticausal,
secstr,instance,0.2,fci,anticausal,
secstr,pair,0.2,fci,anticausal,
secstr,sym,0.3,fci,anticausal,
secstr,instance,0.3,fci,anticausal,
secstr,pair,0.3,fci,anticausal,
letter,sym,0.01,fci,anticausal,
letter,instance,0.01,fci,anticausal,
letter,pair,0.01,fci,anticausal,
letter,sym,0.1,fci,anticausal,
letter,instance,0.1,fci,anticausal,
letter,pair,0.1,fci,anticausal,
letter,sym,0.2,fci,anticausal,
letter,instance,0.2,fci,anticausal,
letter,pair,0.2,fci,anticausal,
letter,sym,0.3,fci,anticausal,
letter,instance,0.3,fci,anticausal,
letter,pair,0.3,fci,anticausal,
g241c,sym,0.01,fci,anticausal,
g241c,sym,0.1,fci,anticausal,
g241c,instance,0.1,fci,anticausal,
g241c,pair,0.1,fci,anticausal,
g241c,sym,0.2,fci,anticausal,
g241c,instance,0.2,fci,anticausal,
g241c,pair,0.2,fci,anticausal,
g241c,sym,0.3,fci,anticausal,
g241c,instance,0.3,fci,anticausal,
g241c,pair,0.3,fci,anticausal,
coil,sym,0.01,fci,anticausal,
coil,instance,0.01,fci,anticausal,
coil,pair,0.01,fci,anticausal,
coil,sym,0.1,fci,anticausal,
coil,instance,0.1,fci,anticausal,
coil,pair,0.1,fci,anticausal,
coil,sym,0.2,fci,anticausal,
coil,instance,0.2,fci,anticausal,
coil,pair,0.2,fci,anticausal,
coil,sym,0.3,fci,anticausal,
coil,instance,0.3,fci,unkown,
coil,pair,0.3,fci,anticausal,
digit1,sym,0.01,fci,anticausal,
digit1,instance,0.01,fci,anticausal,
digit1,pair,0.01,fci,anticausal,
digit1,sym,0.1,fci,anticausal,
digit1,instance,0.1,fci,anticausal,
digit1,pair,0.1,fci,anticausal,
digit1,sym,0.2,fci,anticausal,
digit1,instance,0.2,fci,anticausal,
digit1,pair,0.2,fci,anticausal,
digit1,sym,0.3,fci,anticausal,
digit1,instance,0.3,fci,anticausal,
digit1,pair,0.3,fci,anticausal,
wdbc,sym,0.01,fci,anticausal,
wdbc,instance,0.01,fci,anticausal,
wdbc,pair,0.01,fci,anticausal,
wdbc,sym,0.1,fci,anticausal,
wdbc,instance,0.1,fci,anticausal,
wdbc,pair,0.1,fci,anticausal,
wdbc,sym,0.2,fci,unkown,
wdbc,instance,0.2,fci,unkown,
wdbc,pair,0.2,fci,unkown,
wdbc,sym,0.3,fci,unkown,
wdbc,instance,0.3,fci,unkown,
wdbc,pair,0.3,fci,unkown,
usps,sym,0.01,fci,anticausal,
usps,instance,0.01,fci,anticausal,
usps,pair,0.01,fci,anticausal,
usps,sym,0.1,fci,anticausal,
usps,instance,0.1,fci,anticausal,
usps,pair,0.1,fci,anticausal,
usps,sym,0.2,fci,anticausal,
usps,instance,0.2,fci,anticausal,
usps,pair,0.2,fci,anticausal,
usps,sym,0.3,fci,anticausal,
usps,instance,0.3,fci,unkown,
usps,pair,0.3,fci,anticausal,
xyguassian,sym,0.01,fci,anticausal,
xyguassian,instance,0.01,fci,anticausal,
xyguassian,pair,0.01,fci,anticausal,
xyguassian,sym,0.1,fci,anticausal,
xyguassian,instance,0.1,fci,anticausal,
xyguassian,pair,0.1,fci,anticausal,
xyguassian,sym,0.2,fci,anticausal,
xyguassian,instance,0.2,fci,anticausal,
xyguassian,pair,0.2,fci,anticausal,
xyguassian,sym,0.3,fci,anticausal,
xyguassian,instance,0.3,fci,anticausal,
xyguassian,pair,0.3,fci,anticausal,
yxguassian,sym,0.01,fci,anticausal,
yxguassian,instance,0.01,fci,anticausal,
yxguassian,pair,0.01,fci,anticausal,
yxguassian,sym,0.1,fci,anticausal,
yxguassian,instance,0.1,fci,anticausal,
yxguassian,pair,0.1,fci,anticausal,
yxguassian,sym,0.2,fci,anticausal,
yxguassian,instance,0.2,fci,anticausal,
yxguassian,pair,0.2,fci,anticausal,
yxguassian,sym,0.3,fci,anticausal,
yxguassian,instance,0.3,fci,anticausal,
yxguassian,pair,0.3,fci,anticausal,
waveform,sym,0.01,fci,anticausal,
waveform,instance,0.01,fci,anticausal,
waveform,pair,0.01,fci,anticausal,
waveform,sym,0.1,fci,anticausal,
waveform,instance,0.1,fci,anticausal,
waveform,pair,0.1,fci,anticausal,
waveform,sym,0.2,fci,anticausal,
waveform,instance,0.2,fci,anticausal,
waveform,pair,0.2,fci,anticausal,
waveform,sym,0.3,fci,anticausal,
waveform,instance,0.3,fci,anticausal,
waveform,pair,0.3,fci,anticausal,
iris,instance,0.01,pc,anticausal,
iris,instance,0.01,ges,anticausal,
iris,instance,0.01,gies,anticausal,
iris,instance,0.01,lingam,unkown,
iris,pair,0.01,pc,anticausal,
iris,pair,0.01,ges,anticausal,
iris,pair,0.01,gies,anticausal,
iris,pair,0.01,lingam,unkown,
iris,sym,0.01,pc,anticausal,
iris,sym,0.01,ges,anticausal,
iris,sym,0.01,gies,anticausal,
iris,sym,0.01,lingam,unkown,
iris,instance,0.2,pc,anticausal,
iris,instance,0.2,ges,causal,
iris,instance,0.2,gies,causal,
iris,instance,0.2,lingam,unkown,
iris,pair,0.2,pc,unkown,
iris,pair,0.2,ges,causal,
iris,pair,0.2,gies,causal,
iris,pair,0.2,lingam,unkown,
iris,sym,0.2,pc,causal,
iris,sym,0.2,ges,causal,
iris,sym,0.2,gies,causal,
iris,sym,0.2,lingam,unkown,
iris,instance,0.4,pc,unkown,
iris,instance,0.4,ges,causal,
iris,instance,0.4,gies,causal,
iris,instance,0.4,lingam,unkown,
iris,pair,0.4,pc,anticausal,
iris,pair,0.4,ges,causal,
iris,pair,0.4,gies,causal,
iris,pair,0.4,lingam,unkown,
iris,sym,0.4,pc,unkown,
iris,sym,0.4,ges,causal,
iris,sym,0.4,gies,causal,
iris,sym,0.4,lingam,unkown,
krkp,instance,0.01,pc,anticausal,
krkp,instance,0.01,ges,anticausal,
krkp,instance,0.01,gies,anticausal,
krkp,instance,0.01,lingam,unkown,
krkp,pair,0.01,pc,causal,
krkp,pair,0.01,ges,anticausal,
krkp,pair,0.01,gies,anticausal,
krkp,pair,0.01,lingam,unkown,
krkp,sym,0.01,pc,causal,
krkp,sym,0.01,ges,anticausal,
krkp,sym,0.01,gies,anticausal,
krkp,sym,0.01,lingam,unkown,
krkp,instance,0.2,pc,anticausal,
krkp,instance,0.2,ges,anticausal,
krkp,instance,0.2,gies,anticausal,
krkp,instance,0.2,lingam,unkown,
krkp,pair,0.2,pc,anticausal,
krkp,pair,0.2,ges,anticausal,
krkp,pair,0.2,gies,anticausal,
krkp,pair,0.2,lingam,unkown,
krkp,sym,0.2,pc,anticausal,
krkp,sym,0.2,ges,anticausal,
krkp,sym,0.2,gies,anticausal,
krkp,sym,0.2,lingam,unkown,
krkp,instance,0.4,pc,anticausal,
krkp,instance,0.4,ges,causal,
krkp,instance,0.4,gies,causal,
krkp,instance,0.4,lingam,unkown,
krkp,pair,0.4,pc,anticausal,
krkp,pair,0.4,ges,anticausal,
krkp,pair,0.4,gies,anticausal,
krkp,pair,0.4,lingam,unkown,
krkp,sym,0.4,pc,anticausal,
krkp,sym,0.4,ges,anticausal,
krkp,sym,0.4,gies,anticausal,
krkp,sym,0.4,lingam,unkown,
mushroom,instance,0.01,pc,causal,
mushroom,instance,0.01,ges,anticausal,
mushroom,instance,0.01,gies,anticausal,
mushroom,pair,0.01,pc,causal,
mushroom,pair,0.01,ges,anticausal,
mushroom,pair,0.01,gies,anticausal,
mushroom,sym,0.01,pc,causal,
mushroom,sym,0.01,ges,anticausal,
mushroom,sym,0.01,gies,anticausal,
mushroom,instance,0.2,pc,anticausal,
mushroom,instance,0.2,ges,anticausal,
mushroom,instance,0.2,gies,anticausal,
mushroom,pair,0.2,pc,anticausal,
mushroom,pair,0.2,ges,anticausal,
mushroom,pair,0.2,gies,anticausal,
mushroom,sym,0.2,pc,anticausal,
mushroom,sym,0.2,ges,anticausal,
mushroom,sym,0.2,gies,anticausal,
mushroom,instance,0.4,pc,unkown,
mushroom,instance,0.4,ges,anticausal,
mushroom,instance,0.4,gies,anticausal,
mushroom,pair,0.4,pc,anticausal,
mushroom,pair,0.4,ges,anticausal,
mushroom,pair,0.4,gies,anticausal,
mushroom,sym,0.4,pc,anticausal,
mushroom,sym,0.4,ges,anticausal,
mushroom,sym,0.4,gies,anticausal,
splice,instance,0.01,pc,anticausal,
splice,instance,0.01,ges,anticausal,
splice,instance,0.01,gies,anticausal,
splice,instance,0.01,lingam,unkown,
splice,pair,0.01,pc,anticausal,
splice,pair,0.01,ges,anticausal,
splice,pair,0.01,gies,anticausal,
splice,pair,0.01,lingam,unkown,
splice,sym,0.01,pc,anticausal,
splice,sym,0.01,ges,anticausal,
splice,sym,0.01,gies,anticausal,
splice,sym,0.01,lingam,unkown,
splice,instance,0.2,pc,anticausal,
splice,instance,0.2,ges,anticausal,
splice,instance,0.2,gies,anticausal,
splice,instance,0.2,lingam,unkown,
splice,pair,0.2,pc,anticausal,
splice,pair,0.2,ges,anticausal,
splice,pair,0.2,gies,anticausal,
splice,pair,0.2,lingam,unkown,
splice,sym,0.2,pc,anticausal,
splice,sym,0.2,ges,anticausal,
splice,sym,0.2,gies,anticausal,
splice,sym,0.2,lingam,unkown,
splice,instance,0.4,pc,anticausal,
splice,instance,0.4,ges,anticausal,
splice,instance,0.4,gies,anticausal,
splice,instance,0.4,lingam,unkown,
splice,pair,0.4,pc,anticausal,
splice,pair,0.4,ges,anticausal,
splice,pair,0.4,gies,anticausal,
splice,pair,0.4,lingam,unkown,
splice,sym,0.4,pc,anticausal,
splice,sym,0.4,ges,anticausal,
splice,sym,0.4,gies,anticausal,
splice,sym,0.4,lingam,unkown,
waveform,instance,0.01,pc,anticausal,
waveform,instance,0.01,ges,causal,
waveform,instance,0.01,gies,causal,
waveform,instance,0.01,lingam,unkown,
waveform,pair,0.01,pc,anticausal,
waveform,pair,0.01,ges,anticausal,
waveform,pair,0.01,gies,anticausal,
waveform,pair,0.01,lingam,unkown,
waveform,sym,0.01,pc,anticausal,
waveform,sym,0.01,ges,anticausal,
waveform,sym,0.01,gies,anticausal,
waveform,sym,0.01,lingam,unkown,
waveform,instance,0.2,pc,anticausal,
waveform,instance,0.2,ges,causal,
waveform,instance,0.2,gies,causal,
waveform,instance,0.2,lingam,unkown,
waveform,pair,0.2,pc,anticausal,
waveform,pair,0.2,ges,causal,
waveform,pair,0.2,gies,causal,
waveform,pair,0.2,lingam,unkown,
waveform,sym,0.2,pc,anticausal,
waveform,sym,0.2,ges,anticausal,
waveform,sym,0.2,gies,anticausal,
waveform,sym,0.2,lingam,unkown,
waveform,instance,0.4,pc,anticausal,
waveform,instance,0.4,ges,causal,
waveform,instance,0.4,gies,causal,
waveform,instance,0.4,lingam,unkown,
waveform,pair,0.4,pc,anticausal,
waveform,pair,0.4,ges,causal,
waveform,pair,0.4,gies,causal,
waveform,pair,0.4,lingam,unkown,
waveform,sym,0.4,pc,anticausal,
waveform,sym,0.4,ges,causal,
waveform,sym,0.4,gies,causal,
waveform,sym,0.4,lingam,unkown,
secstr,instance,0.01,pc,anticausal,
secstr,instance,0.01,ges,anticausal,
secstr,instance,0.01,gies,anticausal,
secstr,instance,0.01,lingam,unkown,
secstr,pair,0.01,pc,anticausal,
secstr,pair,0.01,ges,anticausal,
secstr,pair,0.01,gies,anticausal,
secstr,pair,0.01,lingam,unkown,
secstr,sym,0.01,pc,anticausal,
secstr,sym,0.01,ges,anticausal,
secstr,sym,0.01,gies,anticausal,
secstr,sym,0.01,lingam,unkown,
secstr,instance,0.2,pc,anticausal,
secstr,instance,0.2,ges,causal,
secstr,instance,0.2,gies,causal,
secstr,instance,0.2,lingam,unkown,
secstr,pair,0.2,pc,anticausal,
secstr,pair,0.2,ges,anticausal,
secstr,pair,0.2,gies,anticausal,
secstr,pair,0.2,lingam,unkown,
secstr,sym,0.2,pc,anticausal,
secstr,sym,0.2,ges,anticausal,
secstr,sym,0.2,gies,anticausal,
secstr,sym,0.2,lingam,unkown,
secstr,instance,0.4,pc,anticausal,
secstr,instance,0.4,ges,anticausal,
secstr,instance,0.4,gies,anticausal,
secstr,instance,0.4,lingam,unkown,
secstr,pair,0.4,pc,anticausal,
secstr,pair,0.4,ges,causal,
secstr,pair,0.4,gies,causal,
secstr,pair,0.4,lingam,unkown,
secstr,sym,0.4,pc,anticausal,
secstr,sym,0.4,ges,causal,
secstr,sym,0.4,gies,causal,
secstr,sym,0.4,lingam,unkown,
letter,instance,0.01,pc,anticausal,
letter,instance,0.01,ges,anticausal,
letter,instance,0.01,gies,anticausal,
letter,instance,0.01,lingam,unkown,
letter,instance,0.01,cam,anticausal,
letter,pair,0.01,pc,causal,
letter,pair,0.01,ges,anticausal,
letter,pair,0.01,gies,anticausal,
letter,pair,0.01,lingam,unkown,
letter,pair,0.01,cam,anticausal,
letter,sym,0.01,pc,anticausal,
letter,sym,0.01,ges,anticausal,
letter,sym,0.01,gies,anticausal,
letter,sym,0.01,lingam,unkown,
letter,sym,0.01,cam,anticausal,
letter,instance,0.2,pc,anticausal,
letter,instance,0.2,ges,anticausal,
letter,instance,0.2,gies,anticausal,
letter,instance,0.2,lingam,unkown,
letter,instance,0.2,cam,anticausal,
letter,pair,0.2,pc,anticausal,
letter,pair,0.2,ges,anticausal,
letter,pair,0.2,gies,anticausal,
letter,pair,0.2,lingam,unkown,
letter,pair,0.2,cam,anticausal,
letter,sym,0.2,pc,anticausal,
letter,sym,0.2,ges,anticausal,
letter,sym,0.2,gies,anticausal,
letter,sym,0.2,lingam,unkown,
letter,sym,0.2,cam,anticausal,
letter,instance,0.4,pc,anticausal,
letter,instance,0.4,ges,anticausal,
letter,instance,0.4,gies,anticausal,
letter,instance,0.4,lingam,unkown,
letter,instance,0.4,cam,anticausal,
letter,pair,0.4,pc,causal,
letter,pair,0.4,ges,anticausal,
letter,pair,0.4,gies,anticausal,
letter,pair,0.4,lingam,unkown,
letter,pair,0.4,cam,anticausal,
letter,sym,0.4,pc,anticausal,
letter,sym,0.4,ges,anticausal,
letter,sym,0.4,gies,anticausal,
letter,sym,0.4,lingam,unkown,
letter,sym,0.4,cam,anticausal,
segment,instance,0.01,pc,anticausal,
segment,instance,0.01,ges,anticausal,
segment,instance,0.01,gies,anticausal,
segment,pair,0.01,pc,anticausal,
segment,pair,0.01,ges,anticausal,
segment,pair,0.01,gies,anticausal,
segment,instance,0.2,pc,anticausal,
segment,instance,0.2,ges,anticausal,
segment,instance,0.2,gies,anticausal,
segment,pair,0.2,pc,anticausal,
segment,pair,0.2,ges,anticausal,
segment,pair,0.2,gies,anticausal,
segment,sym,0.2,pc,anticausal,
segment,sym,0.2,ges,anticausal,
segment,sym,0.2,gies,anticausal,
segment,instance,0.4,pc,anticausal,
segment,instance,0.4,ges,anticausal,
segment,instance,0.4,gies,anticausal,
segment,pair,0.4,pc,anticausal,
segment,pair,0.4,ges,anticausal,
segment,pair,0.4,gies,anticausal,
segment,sym,0.4,pc,anticausal,
segment,sym,0.4,ges,anticausal,
segment,sym,0.4,gies,anticausal,
breastcancer,instance,0.01,pc,anticausal,
breastcancer,instance,0.01,ges,anticausal,
breastcancer,instance,0.01,gies,anticausal,
breastcancer,instance,0.01,lingam,unkown,
breastcancer,pair,0.01,pc,anticausal,
